psraid,sample,state,cregion,usr,eminuse,intmob,pialql1,smart1,act62,act102,act121,act131,act132,act133,act134,pial1a,pial1b,vid01a,vid01b,vid01c,vid01d,vid01e,vid01f,vid01g,vid01h,vid01i,vid01j,pial2,pial3a,pial3b,pial3c,pial3d,pial3e,pial3f,pial3g,pial4a,pial4b,pial5,pial6,cell1a,cell1b,cell1c,cell1d,cell2,employ,par,sex,age,educ2,hisp,race,inc,weight,standwt
201567,2,17,2,S,1,1, ,1,1,1,2,1,1,2,2,1,2,2,1,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,1,1,1,2,1,1,2,1,22,4,2,1,6,4.44827586206897,1.32847613918777
201573,2,6,4,R,2,1, ,8,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,8,2,1,2,1,48,3,2,1,5,4.17241379310345,1.24609002202884
201582,2,20,2,S,1,1, ,1,1,1,1,1,2,2,2,2,2,1,1,1,2,2,1,2,1,1,1,2, , , , , , , , , , , ,1,2,1,2,1,2,2,2,20,3,2,1,3,5.37931034482759,1.60652928459917
201586,2,6,4,S,1,9, ,2,1,2,1,1,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,3,2,1,57,3,2,1,5,7.06896551724138,2.11114425219762
201588,2,48,3,U,1,1, ,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2, , , , , , , ,2,2,2,2,1,2,1,2,1,1,1,1,45,6,2,1,6,3.55172413793104,1.06072125842124
201593,2,6,4,S,1,2, ,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2, , , , , , , , , , , ,2,2,2,2,2,1,2,1,23,3,2,1,99,5.82758620689655,1.74040672498243
201595,2,38,2,U,2,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,2,61,3,2,1,3,3.55172413793104,1.06072125842124
201612,2,20,2,U,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,1,1,38,2,2,2,2,3.93103448275862,1.17400216951478
201618,2,6,4,S,1,2, ,1,2,2,1,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,1,99,6,2,9,6,1.75862068965517,.525211496888189
201644,2,6,4,U,1,1, ,1,2,1,2,2,2,1,2,2,2,1,1,2,1,2,2,2,1,1,2,2, , , , , , , , , , , ,1,2,2,2,2,1,1,1,31,6,2,6,7,1.93103448275862,.576702820112521
201645,2,6,4,U,1,1, ,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,2,2,1,30,6,2,2,7,4.82758620689655,1.4417570502813
201659,2,6,4,S,2,1, ,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,2,1,70,4,2,1,3,1.68965517241379,.504614967598456
201664,2,6,4,U,2,1, ,8,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,1,65,2,2,2,1,4.58620689655173,1.36966919776724
201666,2,4,4,U,1,1, ,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,2,2, , , , , , , , , , , ,1,2,1,1,1,1,2,1,28,6,2,1,7,4.41379310344828,1.31817787454291
201671,2,41,4,U,1,1, ,1,2,2,2,2,2,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,1,1,2,2,2,1,1,2,45,8,2,1,7,4.17241379310345,1.24609002202884
201678,2,23,1,S,1,1, ,1,1,1,2,1,2,1,1,1,2,1,2,1,2,2,1,2,1,1,2,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,59,8,2,1,6,1.68965517241379,.504614967598456
201692,2,13,3,S,1,1, ,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2, , , , , , , ,1,1,2,2,1,8,1,2,1,1,2,2,50,4,2,1,8,5.41379310344828,1.61682754924403
201694,2,12,3,U,1,2, ,2,2,1,2,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,99,3,2,1,99,4.41379310344828,1.31817787454291
201697,2,13,3,S,1,1, ,1,1,1,1,1,2,1,2,1,2,1,1,2,1,2,1,2,2,2,1,2, , , , , , , , , , , ,1,2,1,2,1,1,2,1,20,4,2,3,1,7.24137931034483,2.16263557542195
201701,2,26,2,R,1,2, ,2,2,1,1,2,2,1,2,2,2,1,1,2,2,1,2,2,1,2,2,2, , , , , , , , , , , ,2,2,2,2,2,3,2,1,66,1,2,5,1,1.58620689655172,.473720173663857
201715,2,47,3,S,1,2, ,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,1,2,34,3,2,1,1,4.86206896551724,1.45205531492617
201719,2,36,1,S,1,1, ,1,1,1,1,1,2,1,2,8,8,1,2,1,2,2,1,2,1,1,2,2, , , , , , , , , , , ,2,1,1,2,1,2,1,2,40,3,2,3,4,5.51724137931035,1.64772234317863
201721,2,18,2,R,1,1, ,1,2,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,1,2,2, , , , , , , , , , , ,1,2,1,2,2,1,1,1,64,3,2,1,7,2.58620689655172,.772369848364984
201731,2,55,2,R,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,1,63,3,2,1,6,4.58620689655173,1.36966919776724
201732,2,55,2,S,1,1, ,8,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,1,1,1,31,4,2,1,6,3.03448275862069,.906247288748248
201734,2,12,3,S,1,1, ,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,2, , , , , , , ,1,1,2,2,1,1,1,2,1,1,2,2,31,8,2,2,9,4.82758620689655,1.4417570502813
201735,2,47,3,S,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,1,80,2,2,2,2,1,.298649674701127
201741,2,24,3,S,1,2, ,2,2,1,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,1,2,2, , , , , , , , , , , ,2,2,2,2,2,3,2,1,71,8,2,1,8,1,.298649674701127
201746,2,48,3,U,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,2,1,50,3,2,5,5,2.96551724137931,.885650759458515
201756,2,27,2,R,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,1,1,46,3,2,1,5,5.13793103448276,1.5344414320851
201757,2,48,3,R,1,1, ,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1,1,1,1,1,2, , , , , , , ,1,2,2,2,1,1,1,2,1,1,2,1,31,6,2,1,6,2.86206896551724,.854755965523915
201761,2,40,3,S,1,2, ,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,60,3,2,1,3,2.44827586206897,.731176789785518
201762,2,48,3,U,2,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,2,1,58,3,1,1,2,6.20689655172414,1.85368763607596
201763,2,48,3,U,1,2, ,2,2,2,2,2,2,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,1,3,2,1,60,4,2,1,4,2.96551724137931,.885650759458515
201765,2,47,3,U,1,2, ,1,2,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,1,1,2,2, , , , , , , , , , , ,1,2,2,2,2,3,1,2,52,8,2,1,7,3.58620689655172,1.07101952306611
201769,2,36,1,R,1,1, ,8,1,1,1,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,1,2, , , , , , , , , , , ,1,2,2,2,1,1,1,2,23,6,2,1,1,3.27586206896552,.978335141262313
201772,2,34,1,S,1,1, ,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2, , , , , , , , , , , ,2,2,1,8,1,1,2,1,28,6,1,1,6,5.62068965517241,1.67861713711323
201773,2,12,3,S,1,1, ,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,23,4,2,1,1,6.75862068965517,2.01845987039382
201774,2,39,2,U,1,1, ,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,2,40,5,2,4,4,4.27586206896552,1.27698481596344
201778,2,1,3,R,1,2, ,2,2,1,8,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,1,2, , , , , , , , , , , ,2,2,2,2,2,1,1,1,42,3,2,2,3,2.96551724137931,.885650759458515
201784,2,1,3,U,2,2, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,2,38,2,2,2,2,4.96551724137931,1.48295010886077
201793,2,17,2,U,1,1, ,1,2,1,1,1,1,2,1,1,2,1,1,1,2,2,2,2,1,1,2,1,1,1,1,1,2,2,1,1,2,2,2,1,1,1,2,1,1,2,2,23,3,1,6,4,8.03448275862069,2.39949566225388
201795,2,17,2,R,1,1, ,1,2,1,1,2,2,1,2,2,2,2,1,1,1,2,2,2,1,1,2,2, , , , , , , , , , , ,1,2,1,2,1,2,2,1,20,4,2,1,6,2.82758620689655,.844457700879049
201797,2,47,3,U,2,2, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,2,55,3,2,1,3,1.68965517241379,.504614967598456
201801,2,24,3,S,1,1, ,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2,2,2,1,1,2,2, , , , , , , , , , , ,1,2,1,2,1,1,2,1,56,6,2,1,9,2.55172413793103,.762071583720117
201804,2,51,3,S,1,1, ,8,1,1,2,1,1,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2, , , , , , , ,2,2,2,2,1,1,1,2,2,1,1,1,41,4,2,2,3,4.31034482758621,1.28728308060831
201807,2,29,2,S,1,1, ,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,2,1,2,2, , , , , , , ,2,2,2,2,1,2,1,2,1,1,2,1,26,4,2,4,5,5.51724137931035,1.64772234317863
201813,2,27,2,U,1,1, ,1,1,1,1,1,1,1,2,2,8,1,1,1,2,1,1,2,1,1,2,2, , , , , , , ,1,2,2,1,2,2,1,2,2,1,2,1,62,4,2,1,99,5.10344827586207,1.52414316744023
201815,2,29,2,U,1,1, ,8,1,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2, , , , , , , , , , , ,2,1,1,2,2,2,2,2,63,3,2,1,5,4.6551724137931,1.39026572705697
201818,2,45,3,U,1,1, ,1,1,1,1,1,2,2,2,1,2,2,1,1,1,2,2,1,1,1,2,2, , , , , , , , , , , ,1,1,1,2,1,1,2,1,26,3,2,1,4,4.93103448275862,1.4726518442159
201819,2,6,4,S,1,1, ,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,52,3,2,1,6,7.89655172413793,2.35830260367442
201820,2,36,1,R,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,1,63,3,2,1,2,3.89655172413793,1.16370390486991
201826,2,37,3,S,1,1, ,1,1,1,2,1,1,1,2,1,2,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,3,2,2,18,5,2,1,3,5.17241379310345,1.54473969672997
201831,2,42,1,U,1,1, ,1,2,1,1,1,2,2,1,2,8,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,1,2,1,2,2,2,1,2,1,2,1,1,2,1,20,5,2,1,99,4.58620689655173,1.36966919776724
201836,2,51,3,R,1,1, ,1,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2, , , , , , , , , , , ,2,2,2,2,2,1,2,2,62,3,2,2,7,2.17241379310345,.648790672626586
201847,2,38,2,U,1,1, ,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,1,1,1,2,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,41,5,2,1,7,6.6551724137931,1.98756507645923
201851,2,32,4,S,1,1, ,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,2,2,1,1,1,2,1,3,1,2,22,3,2,1,99,4.06896551724138,1.21519522809424
201860,2,37,3,S,1,2, ,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,72,3,2,1,99,1.44827586206897,.432527115084391
201868,2,18,2,S,1,1, ,1,2,1,1,1,2,2,1,2,2,1,1,2,1,1,2,2,1,1,2,2, , , , , , , , , , , ,1,2,1,2,2,3,1,1,49,5,2,1,6,4.20689655172414,1.25638828667371
201872,2,37,3,R,1,1, ,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,1,2,1,66,5,2,1,6,1.41379310344828,.422228850439524
201874,2,55,2,U,1,1, ,1,2,1,2,1,2,1,2,1,2,1,1,2,2,1,1,2,1,1,2,2, , , , , , , , , , , ,1,2,2,2,2,1,2,2,57,6,2,2,5,1.82758620689655,.545808026177922
201875,2,36,1,U,1,1, ,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,1,1,1,2,1,2,2,1,31,6,2,1,8,4.17241379310345,1.24609002202884
201879,2,6,4,U,1,1, ,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2, , , , , , , ,1,2,2,1,1,1,1,1,1,2,2,1,19,4,1,1,1,8.03448275862069,2.39949566225388
201902,2,51,3,S,1,1, ,1,2,1,1,1,2,1,2,1,1,2,1,1,2,2,2,2,2,1,2,2, , , , , , , , , , , ,1,1,1,1,1,1,1,2,22,5,2,1,7,6.75862068965517,2.01845987039382
201903,2,25,1,S,1,1, ,1,1,1,2,1,1,1,1,2,2,2,1,2,1,1,2,1,1,1,2,1,1,1,2,1,2,2,1,2,2,2,2,1,1,1,1,1,1,2,1,59,8,2,1,8,1.17241379310345,.350140997925459
201908,2,26,2,S,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,2,83,1,2,1,1,2.27586206896552,.679685466561186
201909,2,34,1,S,2,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,1,2,2,1,67,3,1,1,4,3,.895949024103381
201911,2,26,2,U,1,1, ,1,1,1,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2, , , , , , , ,2,2,2,2,2,2,1,2,1,1,2,1,66,8,2,1,9,1.55172413793103,.46342190901899
201913,2,51,3,U,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,1,3,2,1,68,3,2,1,4,2.6551724137931,.792966377654717
201915,2,12,3,U,1,1, ,2,2,1,1,1,2,1,2,1,1,2,1,2,2,2,2,2,1,1,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,22,3,1,1,1,8.03448275862069,2.39949566225388
201920,2,51,3,R,1,1, ,1,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,1,1,1,2,2, , , , , , , , , , , ,2,2,1,2,1,1,1,1,28,3,2,1,3,4.89655172413793,1.46235357957104
201924,2,12,3,S,1,1, ,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2, , , , , , , ,1,1,2,2,1,1,1,2,2,1,1,1,42,8,1,1,9,5.89655172413793,1.76100325427216
201928,2,23,1,S,1,1, ,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,2,1,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,1,2,2,1,2,1,23,6,2,1,7,1.27586206896552,.381035791860059
201930,2,26,2,S,1,1, ,1,1,1,2,2,2,1,2,1,2,1,1,1,2,2,2,2,1,2,2,2, , , , , , , , , , , ,1,1,1,2,2,3,2,2,66,5,2,1,5,2,.597299349402254
201934,2,36,1,U,1,1, ,1,1,1,2,1,2,1,2,1,1,1,2,1,1,2,2,2,2,1,1,2, , , , , , , , , , , ,1,1,1,1,2,3,2,1,18,4,2,2,8,5,1.49324837350564
201938,2,26,2,S,1,1, ,1,2,1,1,1,2,1,2,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,1,2,1,1,2,1,2,2,1,1,2,2,2,2,2,2,1,21,3,2,2,2,5.44827586206897,1.6271258138889
201939,2,9,1,U,1,2, ,2,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,2,1,1,2,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,3,2,2,65,4,2,1,8,1.72413793103448,.514913232243323
201942,2,13,3,S,1,1, ,1,1,1,2,1,1,2,1,2,2,2,1,1,1,2,2,2,1,1,2,2, , , , , , , ,2,2,2,2,1,1,1,2,1,3,2,2,32,2,2,1,5,6.3448275862069,1.89488069465543
201943,2,24,3,U,1,1, ,1,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,1,2,42,2,2,1,6,5.37931034482759,1.60652928459917
201949,2,51,3,S,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,2,1,50,3,2,1,4,5.17241379310345,1.54473969672997
201951,2,42,1,S,1,1, ,1,1,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2, , , , , , , , , , , ,1,2,1,2,1,1,2,1,47,6,2,1,6,2.20689655172414,.659088937271453
201952,2,13,3,U,1,1, ,1,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,1,3,2,2,61,9,2,1,99,2.62068965517241,.78266811300985
201953,2,47,3,U,1,1, ,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,2,2, , , , , , , , , , , ,2,2,2,2,2,3,1,2,37,2,2,4,1,7.96551724137931,2.37889913296415
201955,2,36,1,U,1,1, ,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2, , , , , , , , , , , ,2,2,2,2,1,3,2,2,35,5,2,2,2,8.03448275862069,2.39949566225388
201961,2,26,2,S,1,1, ,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,1,2,1,2, , , , , , , ,2,2,2,2,1,1,1,2,2,2,2,1,21,4,2,1,7,2.86206896551724,.854755965523915
201966,2,26,2,S,1,1, ,8,1,1,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2, , , , , , , , , , , ,1,2,1,1,1,1,1,2,23,3,2,2,1,5.44827586206897,1.6271258138889
201973,2,25,1,S,1,1, ,1,2,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2, , , , , , , , , , , ,2,2,2,2,1,3,2,2,75,4,2,1,2,1,.298649674701127
201975,2,36,1,S,1,2, ,8,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,2,1,2,1,1,2,2,1,1,1,2,2,1,2,2,2,1,2,1,1,1,99,4,2,1,4,1.20689655172414,.360439262570326
201985,2,41,4,U,1,1, ,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2, , , , , , , , , , , ,1,1,1,1,1,1,2,1,24,3,2,4,3,7.03448275862069,2.10084598755276
201994,2,37,3,R,1,2, ,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2, , , , , , , , , , , ,2,2,2,2,2,1,1,1,29,3,2,1,3,2.79310344827586,.834159436234183
202005,2,17,2,S,1,1, ,1,1,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2, , , , , , , , , , , ,2,2,2,2,2,1,1,1,42,8,1,6,5,8.03448275862069,2.39949566225388
202009,2,36,1,S,1,2, ,1,2,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2, , , , , , , , , , , ,1,2,1,2,2,1,2,1,38,6,2,1,8,4.82758620689655,1.4417570502813
202013,2,23,1,S,1,1, ,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2, , , , , , , ,2,1,1,2,1,1,1,1,1,1,2,1,21,4,2,2,4,1.62068965517241,.484018438308723
202015,2,42,1,U,1,2, ,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,1,87,8,2,1,99,1.27586206896552,.381035791860059
202029,2,12,3,U,1,1, ,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,1,2,2,2,2,9,9,1,99,5,9,9,99,3.3448275862069,.998931670552046
202030,2,26,2,S,1,1, ,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,1,2,2,1,1,1,1,2,1,3,2,1,64,6,2,1,6,2.55172413793103,.762071583720117
202033,2,34,1,S,1,2, ,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,1,2,1,59,8,2,1,9,1.68965517241379,.504614967598456
202039,2,47,3,R,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,2,2,53,4,2,2,6,4.17241379310345,1.24609002202884
202041,2,12,3,U,1,1, ,8,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,1,66,9,2,1,1,1,.298649674701127
202044,2,47,3,R,2,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,1,60,3,2,1,6,3.17241379310345,.947440347327713
202045,2,9,1,S,1,1, ,1,2,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,1,1,1,2,2,2,1,2,2,1,1,1,1,1,2,1,2,1,21,3,2,1,99,3.44827586206897,1.02982646448665
202052,2,45,3,U,1,1, ,1,2,1,2,1,2,2,2,2,2,1,2,1,2,1,1,2,1,1,2,2, , , , , , , , , , , ,2,2,2,2,2,1,2,1,64,5,2,1,9,1.55172413793103,.46342190901899
202057,2,42,1,R,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,2,56,3,2,1,5,1.68965517241379,.504614967598456
202059,2,51,3,S,1,1, ,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2, , , , , , , , , , , ,1,2,2,2,2,1,2,1,26,4,2,2,99,7.68965517241379,2.29651301580522
202060,2,37,3,U,1,1, ,1,2,1,1,1,2,2,2,1,1,2,1,1,2,2,1,1,1,1,2,2, , , , , , , , , , , ,1,2,1,1,1,3,2,2,18,3,2,2,6,4.48275862068966,1.33877440383264
202062,2,37,3,S,1,1, ,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,1,2,2, , , , , , , ,2,2,2,2,2,2,1,2,2,1,1,2,38,5,2,2,3,5.55172413793104,1.6580206078235
202064,2,37,3,R,1,2, ,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,67,5,2,1,5,1.27586206896552,.381035791860059
202065,2,42,1,R,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,2,74,3,2,1,99,1,.298649674701127
202069,2,51,3,S,1,1, ,1,1,1,1,1,2,2,2,2,2,1,1,1,2,2,2,1,1,2,2,2, , , , , , , , , , , ,1,2,1,2,2,1,2,1,24,3,1,2,5,3.48275862068966,1.04012472913151
202071,2,34,1,S,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,1,39,1,1,6,1,8.03448275862069,2.39949566225388
202072,2,37,3,U,1,1, ,1,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2, , , , , , , , , , , ,1,2,2,2,2,3,2,2,66,8,2,1,7,1.58620689655172,.473720173663857
202075,2,34,1,S,1,1, ,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,40,8,2,3,8,6.48275862068966,1.93607375323489
202086,2,42,1,U,1,1, ,2,2,2,2,2,2,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,66,4,2,1,4,1.41379310344828,.422228850439524
202098,2,25,1,S,1,2, ,2,2,1,2,2,2,2,2,2,8,2,2,2,1,2,2,2,1,1,1,2, , , , , , , , , , , ,2,2,2,8,2,2,2,1,70,3,2,1,5,1.68965517241379,.504614967598456
202100,2,18,2,S,1,1, ,2,2,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2, , , , , , , , , , , ,2,2,1,2,1,1,2,2,51,3,2,1,9,4.51724137931035,1.34907266847751
202117,2,13,3,S,1,1, ,2,2,2,2,2,2,1,1, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,1,2,2,2,1,2,2,53,3,2,1,99,1.62068965517241,.484018438308723
202122,2,1,3,U,1,1, ,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,2,1,2,1,28,5,2,2,5,2.51724137931034,.751773319075251
202137,2,18,2,S,1,2, ,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,1,2,1,2,1,2, , , , , , , , , , , ,2,2,2,8,2,2,2,1,67,8,2,1,8,1.51724137931035,.453123644374124
202145,2,16,4,S,1,1, ,1,2,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , ,2,2,2,2,1,2,1,1,43,5,2,1,7,8.03448275862069,2.39949566225388
202150,2,48,3,S,1,1, ,1,2,1,1,1,2,1,2,2,2,1,1,2,1,2,1,2,1,1,2,2, , , , , , , , , , , ,1,2,1,2,1,1,2,1,60,6,1,6,7,6.68965517241379,1.99786334110409
202152,2,48,3,R,2,1, ,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2, , , , , , , , , , , ,2,2,2,2,2,3,1,2,25,9,2,9,3,6.96551724137931,2.08024945826302
202154,2,6,4,S,1,1, ,1,1,1,2,2,1,2,2,1,2,1,1,1,2,2,2,2,1,1,2,1,2,2,2,1,2,1,2,1,2,2,2,1,2,2,2,2,3,2,2,56,8,2,4,9,2,.597299349402254
202157,2,41,4,S,1,1, ,2,2,2,1,2,2,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,2,2,50,6,2,4,5,3.3448275862069,.998931670552046
202163,2,29,2,S,1,1, ,1,1,1,2,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,1,1,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,3,1,2,38,9,1,1,8,8.03448275862069,2.39949566225388
202180,2,9,1,U,1,1, ,1,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2, , , , , , , , , , , ,2,2,1,1,1,1,2,2,29,6,2,1,99,7.13793103448276,2.13174078148736
