psraid,sample,state,cregion,usr,eminuse,intmob,pialql1,smart1,act62,act102,act121,act131,act132,act133,act134,pial1a,pial1b,vid01a,vid01b,vid01c,vid01d,vid01e,vid01f,vid01g,vid01h,vid01i,vid01j,pial2,pial3a,pial3b,pial3c,pial3d,pial3e,pial3f,pial3g,pial4a,pial4b,pial5,pial6,cell1a,cell1b,cell1c,cell1d,cell2,employ,par,sex,age,educ2,hisp,race,inc,weight,standwt
101084,1,42,1,S,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,2,77,3,2,1,99,1.03448275862069,.308947939345994
101087,1,45,3,S,1,1,1,1,2,2,1,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,1,2,1,1,2,1,59,8,2,1,9,1.06896551724138,.31924620399086
101092,1,48,3,S,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2, , , , , , , , , , , ,2,2,2,2,2,3,2,1,81,8,2,1,5,1.86206896551724,.556106290822788
101100,1,30,4,U,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2,79,6,2,1,99,1.37931034482759,.411930585794658
101101,1,20,2,U,1,2,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,2,2, , , , , , , ,2,2,2,2,1,2,2,2,2,1,1,1,37,8,2,1,3,2.48275862068966,.741475054430384
101102,1,8,4,S,1,1,1,1,2,1,2,2,2,2,2,1,2,1,1,1,2,1,2,2,1,2,2,2, , , , , , , , , , , ,1,2,1,2,2,3,1,2,25,2,2,1,3,7.44827586206897,2.22442516329115
101111,1,4,4,S,1,2,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,74,4,2,1,4,1.27586206896552,.381035791860059
101113,1,1,3,S,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2, , , , , , , ,1,2,2,2,2,1,2,2,1,1,1,1,66,4,9,9,99,2.31034482758621,.689983731206052
101114,1,4,4,S,1,2,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,99,3,2,1,99,2.20689655172414,.659088937271453
101116,1,49,4,R,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,1,75,3,2,1,6,2.20689655172414,.659088937271453
101118,1,4,4,R,1,1,1,1,2,2,2,1,1,1,2,1,2,1,1,1,1,2,2,1,1,2,2,2, , , , , , , ,1,2,2,1,1,2,1,2,2,1,1,2,33,4,1,1,5,7.82758620689655,2.33770607438468
101121,1,8,4,U,1,1,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,1,62,4,2,1,99,1.82758620689655,.545808026177922
101127,1,53,4,U,1,2,2, ,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,3,2,2,99,3,2,1,1,4.37931034482759,1.30787960989804
101129,1,48,3,S,1,2,1,8,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2, , , , , , , ,2,2,2,2,2,2,2,2,2,3,2,2,70,3,2,1,3,2.24137931034483,.669387201916319
101134,1,6,4,U,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,1,1,2,1,2,1,1,2,2, , , , , , , , , , , ,1,2,2,2,9,3,2,1,99,6,2,1,5,1.96551724137931,.587001084757388
101138,1,6,4,S,1,2,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,51,3,1,1,3,3.96551724137931,1.18430043415964
101141,1,5,3,U,2,2,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,2,90,3,2,1,99,1,.298649674701127
101144,1,29,2,S,1,1,1,2,2,2,2,2,2,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,60,4,2,2,6,1.48275862068966,.442825379729257
101149,1,6,4,S,1,1,1,1,2,2,1,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,1,1,2,2,58,5,2,1,8,3.31034482758621,.988633405907179
101151,1,41,4,U,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,1,73,3,2,1,6,1.79310344827586,.535509761533055
101156,1,53,4,S,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,1,2,2,2, , , , , , , , , , , ,2,2,2,2,2,3,1,2,37,3,2,1,2,3.89655172413793,1.16370390486991
101158,1,17,2,S,1,2,1,2,2,1,2,2,2,1,2,2,2,1,1,2,2,8,2,2,2,1,2,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,69,7,2,1,99,1.20689655172414,.360439262570326
101160,1,55,2,R,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,2,2, , , , , , , , , , , ,1,2,1,2,1,3,2,1,58,4,2,1,4,1.55172413793103,.46342190901899
101163,1,17,2,U,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,37,8,2,1,7,3.37931034482759,1.00922993519691
101166,1,29,2,U,1,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,3,9,2,55,5,2,1,99,1.75862068965517,.525211496888189
101167,1,53,4,R,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,1,69,3,2,1,6,3.24137931034483,.968036876617446
101172,1,6,4,U,1,2,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,9,9,2,99,9,9,9,99,2.6551724137931,.792966377654717
101175,1,5,3,R,1,2,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,1,92,6,2,1,7,1,.298649674701127
101187,1,6,4,U,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,1,1,2,1,32,6,2,1,9,3.27586206896552,.978335141262313
101188,1,55,2,U,1,1,2, ,1,1,2,1,1,1,2,2,2,1,1,1,1,1,2,2,1,1,2,2, , , , , , , ,2,2,2,1, , , , , ,1,1,1,45,8,2,1,7,3.93103448275862,1.17400216951478
101190,1,6,4,R,1,2,2, ,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , ,3,2,1,18,3,2,1,99,4.48275862068966,1.33877440383264
101192,1,17,2,R,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,2, , , , , , , ,2,2,2,2,2,2,2,2,2,3,2,1,20,4,2,1,2,2.82758620689655,.844457700879049
101206,1,6,4,U,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,1,1,2,2,2,1,1,2,2,1,1,1,1,2,1,1,1,2,42,5,2,2,8,7.72413793103448,2.30681128045009
101207,1,6,4,U,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2,82,6,2,1,3,2.17241379310345,.648790672626586
101210,1,27,2,S,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,45,6,2,1,9,2,.597299349402254
101214,1,53,4,U,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,70,4,2,1,99,1.27586206896552,.381035791860059
101215,1,20,2,U,1,1,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,8,2,2,2,1,50,3,2,1,99,2.44827586206897,.731176789785518
101218,1,22,3,S,1,1,1,2,2,2,2,2,2,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,1,69,5,2,1,4,1.75862068965517,.525211496888189
101219,1,55,2,R,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,1,89,3,2,1,2,1.51724137931035,.453123644374124
101229,1,34,1,S,2,2,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,2,99,9,2,1,99,1.3448275862069,.401632321149792
101230,1,39,2,S,1,1,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,1,99,9,2,9,99,1.31034482758621,.391334056504925
101232,1,42,1,U,1,1,1,1,2,2,1,1,2,1,2,1,2,1,1,1,1,2,2,1,1,1,2,2, , , , , , , , , , , ,1,2,1,2,1,2,2,1,19,3,1,6,1,5.10344827586207,1.52414316744023
101233,1,39,2,S,1,1,1,2,2,1,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,1,2,2, , , , , , , , , , , ,2,2,2,2,2,1,1,1,48,3,2,1,5,4.51724137931035,1.34907266847751
101236,1,23,1,R,1,2,2, ,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,3,2,2,52,4,2,1,6,4.27586206896552,1.27698481596344
101239,1,45,3,S,1,2,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,69,5,2,1,2,1,.298649674701127
101249,1,39,2,S,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,2,1,55,3,2,1,4,1.68965517241379,.504614967598456
101251,1,13,3,U,1,1,1,2,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,1,1,1,2,2, , , , , , , ,2,2,2,2,2,2,2,2,1,1,1,2,53,8,2,2,8,3.06896551724138,.916545553393114
101252,1,36,1,U,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2,88,1,2,1,99,1.20689655172414,.360439262570326
101254,1,47,3,R,1,2,1,2,1,1,2,2,2,1,2,2,2,1,1,2,2,2,1,2,1,1,2,2, , , , , , , , , , , ,2,2,2,1,2,3,1,1,61,3,2,5,6,2.62068965517241,.78266811300985
101257,1,21,3,S,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,1,51,3,2,1,2,8.03448275862069,2.39949566225388
101261,1,47,3,S,1,1,1,2,2,2,2,2,2,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,1,74,8,2,1,99,1,.298649674701127
101263,1,54,3,S,1,2,2, ,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2,2,47,3,2,1,8,6.86206896551724,2.04935466432842
101266,1,42,1,S,1,1,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,2,2,28,4,2,1,3,4.51724137931035,1.34907266847751
101271,1,42,1,U,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2, , , , , , , , , , , ,2,2,2,2,2,1,2,2,55,8,1,9,6,2.10344827586207,.628194143336853
101274,1,34,1,S,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,1,3,2,2,65,3,2,1,6,2.10344827586207,.628194143336853
101275,1,42,1,S,1,1,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,2,2,51,4,2,1,99,2.89655172413793,.865054230168782
101280,1,18,2,U,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,1,61,3,2,1,2,3.37931034482759,1.00922993519691
101283,1,12,3,S,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,2,1,2,1,2,2,2, , , , , , , , , , , ,2,2,1,2,1,1,1,2,24,3,1,1,2,2.44827586206897,.731176789785518
101287,1,12,3,U,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,2,2,2,1,1,1,2,2,1,1,2,42,6,2,2,4,3.93103448275862,1.17400216951478
101288,1,19,2,R,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,2,1,2,2,1,2,2, , , , , , , ,1,2,2,2,1,1,1,1,1,1,1,1,45,6,2,1,8,2.41379310344828,.720878525140651
101289,1,54,3,R,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2, , , , , , , ,2,2,2,2,2,2,1,2,2,1,2,2,56,8,2,1,7,1.6551724137931,.49431670295359
101293,1,1,3,S,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2,63,2,2,1,1,3.96551724137931,1.18430043415964
101298,1,51,3,S,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,63,3,2,2,99,7.65517241379311,2.28621475116035
101304,1,51,3,R,1,2,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,2,2,57,6,2,1,3,1.6551724137931,.49431670295359
101305,1,51,3,U,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,2,75,3,2,1,3,2.24137931034483,.669387201916319
101314,1,47,3,U,1,1,1,2,2,1,2,2,2,2,1,2,2,1,1,1,1,2,2,2,1,1,2,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,63,3,2,1,6,3.10344827586207,.926843818037981
101315,1,36,1,S,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2,71,3,2,1,3,3.17241379310345,.947440347327713
101325,1,5,3,U,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,67,3,2,1,2,1.44827586206897,.432527115084391
101329,1,37,3,S,1,1,1,2,2,2,1,2,2,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,1,1,40,4,2,1,5,5.24137931034483,1.5653362260197
101332,1,48,3,U,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,1,2,3,2,2,82,3,2,1,99,2.31034482758621,.689983731206052
101334,1,13,3,S,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,2,1,2,1,1,2,2, , , , , , , ,1,2,2,2,2,2,2,2,1,1,2,2,59,8,2,2,8,2.37931034482759,.710580260495785
101338,1,39,2,R,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2,75,4,2,1,3,1.27586206896552,.381035791860059
101340,1,51,3,S,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,78,3,2,1,1,1.44827586206897,.432527115084391
101341,1,36,1,R,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,2,2,1,2,1,1,1,1,2,1,1,1,1,2,2,1,2,2,1,1,2,1,2,2,1,2,1,60,5,2,1,7,2.03448275862069,.60759761404712
101352,1,54,3,R,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,1,82,8,2,2,3,1.44827586206897,.432527115084391
101362,1,13,3,R,1,2,1,1,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,63,3,2,2,99,2.03448275862069,.60759761404712
101363,1,13,3,S,1,1,1,1,2,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2, , , , , , , , , , , ,1,2,2,2,2,1,2,2,28,6,1,4,4,7.82758620689655,2.33770607438468
101365,1,36,1,U,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2, , , , , , , , , , , ,1,1,1,1,1,3,2,1,18,3,2,1,8,2.20689655172414,.659088937271453
101367,1,42,1,S,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,1,75,2,2,2,3,1.86206896551724,.556106290822788
101368,1,24,3,S,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,2,2,1,73,8,2,1,3,1,.298649674701127
101369,1,36,1,U,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,1,2,3,2,2,84,3,2,1,3,1.3448275862069,.401632321149792
101376,1,37,3,R,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,3,2,1,70,6,2,1,8,1,.298649674701127
101378,1,50,1,R,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,2,68,3,2,1,1,1.20689655172414,.360439262570326
101382,1,39,2,U,2,2,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,2,61,5,2,1,4,1.75862068965517,.525211496888189
101388,1,45,3,S,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,2,1,1,2,2,2, , , , , , , , , , , ,1,1,1,1,1,3,2,2,65,3,2,1,2,1,.298649674701127
101392,1,54,3,R,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,2,1,2,1,2,1,1,2,2, , , , , , , , , , , ,2,2,2,2,2,3,1,1,50,4,2,1,3,3.41379310344828,1.01952819984178
101395,1,42,1,R,1,2,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,1,60,5,2,1,4,2.51724137931034,.751773319075251
101400,1,26,2,R,1,2,1,2,2,2,1,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,1,1,50,2,2,1,2,2.89655172413793,.865054230168782
101405,1,13,3,S,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,1,2,1,2,2,2, , , , , , , , , , , ,2,2,2,2,1,1,1,1,47,8,2,2,5,2.58620689655172,.772369848364984
101406,1,21,3,U,1,1,1,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2, , , , , , , , , , , ,2,2,2,2,1,2,2,2,58,5,2,1,7,2.75862068965517,.823861171589316
101411,1,42,1,S,1,2,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,1,1,32,2,2,1,8,3.06896551724138,.916545553393114
101412,1,54,3,S,1,2,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,51,3,2,1,4,3.10344827586207,.926843818037981
101413,1,12,3,S,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,74,8,2,1,6,1.93103448275862,.576702820112521
101417,1,36,1,S,1,1,1,1,2,2,2,2,2,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,58,5,2,1,99,2.37931034482759,.710580260495785
101419,1,9,1,S,1,2,1,2,2,2,2,2,2,2,1, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,2,1,66,3,2,1,6,2.03448275862069,.60759761404712
101424,1,13,3,R,1,1,2, ,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,3,2,1,75,1,2,1,99,2.75862068965517,.823861171589316
101425,1,36,1,S,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2,91,6,2,1,1,2.86206896551724,.854755965523915
101426,1,33,1,S,2,2,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,2,77,9,2,1,99,1,.298649674701127
101430,1,18,2,R,1,1,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,65,3,2,1,5,1.44827586206897,.432527115084391
101433,1,47,3,U,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2, , , , , , , , , , , ,2,2,1,2,2,1,2,2,39,8,2,2,6,3.31034482758621,.988633405907179
101434,1,55,2,U,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2,99,5,2,1,99,1.27586206896552,.381035791860059
101444,1,47,3,R,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2,99,1,2,1,99,1.31034482758621,.391334056504925
101446,1,19,2,U,1,1,1,2,2,2,2,2,2,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,2,2,57,4,2,1,6,1.75862068965517,.525211496888189
101453,1,53,4,S,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,28,5,2,1,5,5.68965517241379,1.69921366640296
101463,1,6,4,S,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2, , , , , , , , , , , ,1,2,1,2,1,1,1,1,55,8,2,1,8,2.3448275862069,.700281995850919
101464,1,6,4,S,1,2,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,70,8,2,5,9,2.24137931034483,.669387201916319
101465,1,53,4,R,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,99,6,2,1,99,1.41379310344828,.422228850439524
101469,1,6,4,S,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,2,1,1,2,1,1,1,2, , , , , , , , , , , ,1,2,1,1,1,1,2,1,63,8,2,1,99,3.27586206896552,.978335141262313
101471,1,6,4,S,1,1,1,2,1,1,1,1,2,2,2,1,2,1,1,1,1,2,2,2,1,1,2,2, , , , , , , , , , , ,2,2,2,2,2,2,1,2,44,5,2,1,7,4.37931034482759,1.30787960989804
101483,1,6,4,S,1,1,1,1,2,1,2,1,2,1,2,2,2,1,2,1,2,1,1,2,1,1,2,2, , , , , , , , , , , ,2,2,2,1,2,1,2,1,64,5,2,1,99,5.96551724137931,1.7815997835619
101484,1,53,4,S,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,1,86,4,2,1,5,2.20689655172414,.659088937271453
101492,1,28,3,S,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,2,2, , , , , , , ,1,2,2,2,2,1,1,2,1,1,1,2,28,3,2,1,5,3.96551724137931,1.18430043415964
101497,1,35,4,R,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,2,2,1,1,1,2,2, , , , , , , , , , , ,2,2,2,2,1,1,1,2,43,6,2,1,8,3.55172413793104,1.06072125842124
101508,1,13,3,S,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,2,2,2,2,1,2,2, , , , , , , , , , , ,2,2,1,2,1,1,2,2,50,4,2,1,7,4.41379310344828,1.31817787454291
101516,1,55,2,S,1,2,2, ,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2,2,56,4,2,1,4,4.17241379310345,1.24609002202884
101519,1,4,4,S,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,2,90,3,2,1,99,2.20689655172414,.659088937271453
101521,1,53,4,U,1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2,2, , , , , , , , , , , ,2,2,1,2,1,1,2,1,40,6,2,1,6,2.89655172413793,.865054230168782
101530,1,6,4,U,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2,74,5,2,1,2,2.31034482758621,.689983731206052
101531,1,5,3,U,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,75,2,2,1,2,1.75862068965517,.525211496888189
101533,1,47,3,S,1,2,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,78,6,2,1,99,1.20689655172414,.360439262570326
101538,1,16,4,R,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,1,81,3,2,1,4,1.17241379310345,.350140997925459
101546,1,8,4,R,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,2,2, , , , , , , ,1,2,2,2,1,2,1,2,1,1,2,2,32,8,2,9,3,2.27586206896552,.679685466561186
101553,1,6,4,U,1,1,1,1,2,1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,1,1,2,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,64,4,2,2,9,1.89655172413793,.566404555467655
101559,1,1,3,U,1,2,2, ,2,2,1,2,1,2,2, , , , , , , , , , , , ,2, , , , , , , ,2,2,2,2, , , , , ,2,2,1,75,3,2,1,3,1.55172413793103,.46342190901899
101561,1,4,4,U,1,1,1,1,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,1,1,2,1,58,8,2,2,9,1.58620689655172,.473720173663857
101563,1,4,4,S,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,1,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,3,2,1,67,8,2,1,8,1.48275862068966,.442825379729257
101570,1,53,4,U,1,2,1,2,2,1,2,2,2,2,1,2,2,1,1,1,2,2,1,1,1,1,2,2, , , , , , , , , , , ,2,2,2,1,2,1,1,2,47,8,2,1,5,2.6551724137931,.792966377654717
101572,1,45,3,S,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,2,2,1,1,1,2,2,1,1,1,45,8,2,1,7,2.62068965517241,.78266811300985
101579,1,48,3,S,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , ,1,2,2,2,1,3,2,2,61,6,2,1,9,1.6551724137931,.49431670295359
101589,1,5,3,S,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2,62,8,2,1,3,1.6551724137931,.49431670295359
101592,1,28,3,S,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,2,90,3,2,1,99,1,.298649674701127
101598,1,39,2,S,1,1,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,2,2,55,3,2,1,4,3.13793103448276,.937142082682847
101604,1,8,4,R,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,43,5,1,2,8,8.03448275862069,2.39949566225388
